ticket_id,customer_id,issue_type,severity,resolution_time_hrs
728,15593601,Fraud Alert,Low,2.9
729,15682048,Login Issue,Low,3.2
730,15682048,Card Problem,Low,2.0
731,15746902,Login Issue,High,29.0
732,15775912,Card Problem,Critical,77.5
733,15671256,Login Issue,Critical,38.5
734,15671256,Billing,Medium,10.4
735,15653547,Login Issue,Low,1.7
736,15653547,Loan Query,Medium,9.8
ticket_737,15595766,Card Problem,Medium,11.3
738,15595766,App Bug,High,29.3
739,15595766,Fraud Alert,Medium,4.3
740,15742358,Loan Query,Low,2.6
741,15742358,Fraud Alert,Medium,4.3
742,15786063,Fraud Alert,Critical,47.2
743,15600258,Billing,Low,1.6
744,15573318,Billing,Medium,8.8
745,15653849,Card Problem,Medium,18.3
746,15653849,Loan Query,Medium,17.2
747,15694272,Loan Query,Medium,12.0
748,15694272,Billing,Low,2500.0
749,15736112,Card Problem,Low,2.8
750,15736112,App Bug,Low,2.9
751,15736112,Fraud Alert,High,12.5
752,15749851,Login Issue,Medium,9.5
753,15749851,Loan Query,Medium,9.2
754,15663478,Billing,Low,1.4
755,15663478,Login Issue,High,35.8
756,15592300,Card Problem,High,19.1
757,15592300,Billing,Medium,10.7
758,15592846,Billing,High,31.4
759,15592846,Billing,High,26.7
760,15592846,Loan Query,MEDIUM,6.2
761,15739803,Card Problem,Low,1.7
762,15794142,App Bug,Medium,15.2
763,15794142,Login Issue,Critical,74.2
764,15794142,Login Issue,Low,3.0
765,15762729,Login Issue,Medium,6.3
766,15667896,Card Problem,Low,1.5
767,15626578,Card Problem,High,21.7
768,15626578,Billing,Low,2.2
769,15776223,Card Problem,Low,1.1
770,15705953,Billing,Medium,6.0
771,15705953,Login Issue,Medium,17.9
772,15802593,Login Issue,Medium,5.1
773,15802593,Loan Query,Low,3.9
ticket_774,15720187,Login Issue,Low,2.8
775,15595440,Login Issue,Low,2.8
776,15600651,Billing,Low,1.8
777,15600651,Login Issue,Low,2.0
778,15750141,Login Issue,Medium,11.2
779,15750141,Loan Query,Medium,6.7
780,15657284,Billing,Low,1.4
781,15657284,Login Issue,Low,3.3
782,15657284,Card Problem,Low,4.2
783,15763063,Loan Query,High,21.1
784,15709324,App Bug,Low,1.1
785,15709324,Login Issue,Low,2.3
786,15775318,Loan Query,High,20.8
787,15634844,Loan Query,Critical,49.8
788,15634844,Login Issue,high,42.9
789,15634844,Loan Query,Low,3.0
790,15717046,Fraud Alert,Medium,4.9
791,15717046,Billing,High,12.1
792,15717046,Loan Query,Low,2.1
793,15571816,Card Problem,Low,2.3
794,15571816,Loan Query,Medium,9.2
795,15571816,Login Issue,Medium,8.9
796,15670080,Card Problem,Critical,30.0
797,15665678,Fraud Alert,Low,2.4
798,15665956,App Bug,Low,1.2
799,15665956,Login Issue,Low,1.4
800,15788126,App Bug,Low,2.4
801,15811773,Loan Query,Low,1.0
802,15651674,Fraud Alert,Low,3.9
803,15651674,App Bug,Medium,13.5
804,15651674,Loan Query,Medium,19.4
805,15651674,Loan Query,Low,4.0
806,15728505,Fraud Alert,Medium,4.6
807,15728505,App Bug,Low,1.4
808,15728505,Loan Query,Low,2.5
809,15730076,App Bug,Medium,13.1
810,15730076,Card Problem,Medium,19.6
811,15730076,Billing,Low,4.6
812,15622003,Card Problem,Low,1.4
813,15607312,Login Issue,Low,1.9
814,15607312,Loan Query,Medium,11.6
815,15644753,Billing,Low,2.9
816,15761986,Loan Query,Medium,9.2
817,15633922,Login Issue,Low,2.5
818,15633922,Card Problem,High,32.3
819,15734674,Loan Query,Low,2.6
820,66771348,Billing,Medium,6.1
821,15692671,Billing,Low,2.4
822,15692671,Login Issue,High,29.0
823,15692671,Loan Query,Medium,11.4
824,15737741,Login Issue,Medium,6.1
825,15737741,App Bug,Low,4.0
826,15737741,Fraud Alert,Critical,116.4
827,15753719,App Bug,Medium,8.4
828,15753719,Fraud Alert,Medium,8.5
829,15803689,Billing,Low,1.2
830,15803689,Login Issue,Low,5.0
831,15718057,Loan Query,Low,4.8
832,15718057,Card Problem,Critical,119.5
833,15718057,Card Problem,Critical,78.7
834,15718057,Fraud Alert,Medium,18.7
835,15722010,Card Problem,Critical,42.3
836,15722010,Billing,Medium,9.7
837,15722010,Login Issue,Critical,74.1
838,15680998,Fraud Alert,Low,2.7
839,15680998,Billing,Medium,6.0
840,15680998,Loan Query,Medium,10.3
841,15680998,Fraud Alert,Medium,10.2
842,15614782,Loan Query,High,30.8
843,15591047,Login Issue,Low,3.5
844,15591047,Card Problem,Low,4.4
845,15591047,App Bug,Low,2.0
846,15591047,Login Issue,Medium,14.6
847,15788291,Login Issue,Low,5.0
848,15788291,App Bug,Critical,28.3
849,15788291,Loan Query,Medium,14.2
850,15788291,Billing,High,56.1
851,15604044,App Bug,Low,2.2
852,15775153,Login Issue,Low,2.3
853,15603925,Login Issue,High,35.4
854,15603925,App Bug,High,30.0
855,15603925,Login Issue,Low,1.4
856,15680970,Card Problem,Low,1.9
857,15680970,Loan Query,Medium,7.4
858,15697183,Login Issue,Low,1.7
859,15697183,Loan Query,High,22.1
860,15567446,App Bug,High,25.1
861,15567446,Card Problem,Medium,5.5
862,15637476,Card Problem,Low,3.5
863,15637476,App Bug,Low,4.8
864,15714939,App Bug,Low,2.7
865,15683503,Loan Query,High,28.9
866,15683503,App Bug,Low,4.5
867,15683503,App Bug,Low,2.7
868,15645569,App Bug,Medium,8.3
869,15782569,Login Issue,Medium,4.4
870,15592387,Loan Query,Low,1.0
871,15661249,Loan Query,Critical,34.8
872,15661249,Login Issue,Medium,10.8
873,15586585,Fraud Alert,High,16.4
874,15586585,Loan Query,Low,3.0
875,15686611,App Bug,High,21.4
876,15686611,Login Issue,Low,1.8
877,15686611,Fraud Alert,Medium,5.3
878,15686611,Login Issue,  Medium  ,11.6
879,15603203,Billing,Low,2.9
880,15805062,Card Problem,High,29.0
881,15660271,Card Problem,Critical,63.7
882,15745295,App Bug,Low,1.5
883,15745295,Card Problem,High,25.2
884,15745295,Fraud Alert,Low,1.6
885,15766575,Loan Query,High,45.7
886,15766575,Billing,Medium,11.0
887,15766575,Loan Query,Low,2.9
888,15766575,Login Issue,High,47.3
ticket_889,15646161,Billing,Low,2.6
890,15646161,Loan Query,Critical,45.0
891,15682585,Billing,  Medium  ,9.6
892,15603134,Card Problem,Low,2.0
893,15603134,Fraud Alert,Medium,4.9
894,15603134,Card Problem,Medium,7.2
895,15603134,Loan Query,High,31.4
896,15636444,Billing,Low,2.6
897,15773456,Card Problem,Low,Unknown
898,15773456,Card Problem,High,35.6
899,15604119,Fraud Alert,Low,2.1
900,15604119,Loan Query,Low,1.4
901,15626900,Fraud Alert,Low,2.5
902,15605447,Login Issue,Low,1.7
903,15589030,Login Issue,Medium,6.7
904,15712403,Fraud Alert,Critical,99.3
905,15712403,App Bug,High,49.7
906,15811762,Login Issue,Low,2.1
907,15718673,Login Issue,Low,1.9
908,15718673,App Bug,Low,2.9
909,15718673,Login Issue,Critical,50.7
910,15724282,Loan Query,Medium,6.8
911,15724282,Login Issue,Low,2.2
912,15738181,Login Issue,Low,2.1
913,15738181,Card Problem,Medium,6.3
914,15603323,Loan Query,Low,1.2
915,15603323,Login Issue,Medium,4.7
916,15603323,Card Problem,Low,1.0
917,15603323,Billing,Low,2.1
918,15583725,Loan Query,Medium,6.5
919,15583725,Loan Query,Low,1.0
920,15588350,Card Problem,Low,1.3
921,15588350,Card Problem,Medium,11.1
922,15588350,,High,27.0
923,15798398,Loan Query,Medium,4.1
924,15798398,Card Problem,Critical,50.0
925,15784844,Login Issue,Low,4.4
926,15784844,Fraud Alert,Medium,7.4
927,15784844,Fraud Alert,Low,1.0
928,15784844,App Bug,Low,4.6
929,15580684,App Bug,Medium,6.1
930,15580684,Card Problem,  Medium  ,7.5
931,15580684,Billing,Medium,8.9
932,15809663,Billing,Medium,5.6
933,15809663,Loan Query,High,13.2
934,15698786,Login Issue,Low,2.1
935,15730830,Card Problem,Medium,8.9
936,15805112,Login Issue,Low,1.7
937,15633064,App Bug,High,34.4
938,15633064,Fraud Alert,High,21.5
939,15703119,Card Problem,Medium,8.2
940,15703119,App Bug,High,22.3
941,94528217,Loan Query,Medium,6.2
942,15813850,Card Problem,High,12.8
943,15813850,Card Problem,Medium,9.0
944,15813850,Loan Query,Medium,10.7
945,15711889,Login Issue,Low,2.6
946,15664610,NULL,Low,2.8
947,15664610,App Bug,Low,3.4
948,15664610,Loan Query,Medium,4.5
949,15692926,Billing,Medium,9.2
950,15692926,App Bug,High,14.7
951,15568595,Loan Query,High,31.5
952,15568595,Billing,Medium,10.4
953,15699637,Login Issue,Medium,6.9
954,15667215,App Bug,High,19.4
955,15667215,Login Issue,Low,1.7
956,15725511,Fraud Alert,Low,2.7
957,15725511,Billing,Medium,10.4
958,15725511,Fraud Alert,Low,1.9
959,15575024,App Bug,Medium,5.3
960,15640825,App Bug,Medium,7.1
961,15674991,Fraud Alert,Medium,8.1
962,15674991,Fraud Alert,Medium,6.8
963,15745621,Loan Query,Low,1.7
964,15745621,Login Issue,Medium,4.9
965,15745621,Fraud Alert,Medium,6.0
966,15607040,Billing,Medium,11.9
967,15607040,Card Problem,Medium,7.4
968,15715142,App Bug,Medium,16.1
969,15715142,Fraud Alert,Medium,10.6
970,15715142,App Bug,Medium,4.4
971,15810978,Login Issue,Medium,11.5
972,15810978,Login Issue,Medium,4.9
973,15668886,App Bug,Low,2.0
974,15668886,Card Problem,High,26.7
975,15668886,App Bug,Low,1.9
976,15780804,Billing,Medium,6.0
977,15613880,App Bug,Medium,10.0
978,15613880,Card Problem,High,32.2
979,15747867,Billing,Medium,10.6
980,15600337,Fraud Alert,Medium,5.2
981,15600337,Login Issue,N/A,4.2
982,15600337,Loan Query,Low,4.5
983,15600337,Loan Query,Low,4.0
984,15801277,App Bug,Critical,45.6
985,15579334,Card Problem,Medium,20.0
986,15579334,Card Problem,Low,2.8
987,15579334,Card Problem,Low,2.5
988,15802741,Card Problem,Low,2.5
989,15802741,Card Problem,Medium,15.3
990,15802741,Billing,Low,4.3
991,15720649,Billing,Medium,4.8
992,15589493,App Bug,Medium,8.4
993,15688251,Card Problem,Medium,10.1
994,15665238,Loan Query,Medium,9.9
995,15665238,App Bug,Low,2.8
996,15748625,Login Issue,Medium,10.2
997,15727299,Login Issue,Medium,6.5
998,15727299,Card Problem,Medium,15.4
999,15620204,Fraud Alert,Medium,17.8
1000,15669516,Billing,Medium,5.5
1001,15669516,,Medium,5.1
1002,15669516,Billing,High,27.8
1003,15803457,Fraud Alert,Low,2.9
1004,15803457,Loan Query,Low,2.1
1005,15659098,Fraud Alert,Low,2.3
1006,15566292,Fraud Alert,High,23.1
1007,15566292,Loan Query,High,30.6
1008,15808621,Fraud Alert,Medium,4.2
1009,15776231,Fraud Alert,Low,2.1
1010,15776231,FRAUD ALERT,Medium,6.6
1011,15776231,App Bug,High,19.8
1012,15773809,Card Problem,Medium,4.8
1013,15649423,Card Problem,Medium,11.7
1014,15649423,Card Problem,Critical,39.7
1015,15734886,Card Problem,High,999.0
1016,15734886,App Bug,Medium,6.4
1017,15629448,N/A,High,25.6
1018,15716164,Fraud Alert,Low,1.0
1019,15716164,Loan Query,High,28.9
1020,15578977,App Bug,Medium,8.5
1021,15578977,Billing,High,26.1
1022,15804072,App Bug,Medium,9.4
1023,15696859,Card Problem,Low,2.2
1024,15653780,Card Problem,Low,2.1
1025,15653780,Login Issue,Medium,7.5
1026,15653780,Loan Query,Medium,10.4
1027,15721658,App Bug,Medium,19.2
1028,15721658,Login Issue,Medium,14.8
1029,15721658,Loan Query,Low,4.7
1030,15721658,Billing,Medium,15.1
1031,15578761,Loan Query,Low,1.6
1032,15578761,Fraud Alert,Medium,five
1033,15578761,App Bug,Medium,14.7
1034,15736879,Billing,Low,2.4
1035,15736879,Loan Query,Medium,9.6
1036,15736879,Fraud Alert,Medium,9.5
1037,15571973,App Bug,Medium,7.2
1038,15626742,Fraud Alert,High,27.4
1039,15672692,Fraud Alert,Medium,6.8
1040,15673570,Billing,Low,1.5
1041,15673570,Fraud Alert,Medium,11.0
1042,15767432,Card Problem,Low,2.7
1043,15767432,Billing,Medium,6.3
1044,15654238,Billing,Low,2.8
1045,15654238,Fraud Alert,Medium,10.8
1046,15654238,App Bug,Low,1.7
1047,15654238,Login Issue,Critical,63.2
1048,15612525,Login Issue,Low,2.5
1049,15612525,Card Problem,Medium,6.7
1050,15612525,Login Issue,Medium,one hour
1051,15612525,Loan Query,Low,2.8
1052,15812750,Loan Query,High,35.2
1053,15812750,Fraud Alert,Low,2.6
1054,15812750,Loan Query,Medium,5.8
1055,15812750,Loan Query,  High  ,20.8
1056,15790757,Fraud Alert,Low,1.4
1057,15790757,Fraud Alert,High,30.6
1058,15723873,Login Issue,Low,1.2
1059,15723873,Fraud Alert,High,
1060,15723873,Fraud Alert,High,15.3
1061,15744607,Loan Query,Low,2.2
1062,15744607,Billing,Low,3.0
1063,15744607,Login Issue,Medium,19.7
1064,15612966,Billing,Low,2.7
1065,15612966,Login Issue,low,2.4
1066,15612966,Login Issue,Medium,16.4
1067,15794278,Billing,High,35.7
1068,15766741,App Bug,Low,2.0
1069,15766741,Loan Query,Medium,7.9
1070,15766741,Billing,Medium,9.3
1071,15661036,Loan Query,Medium,6.6
1072,15661036,App Bug,Medium,8.1
1073,15661036,Fraud Alert,High,31.6
1074,15705639,Fraud Alert,  Medium  ,7.9
1075,15716835,Fraud Alert,Low,2.3
1076,15641675,Card Problem,Low,4.4
1077,15641675,Fraud Alert,Low,4.3
1078,15641675,Fraud Alert,Medium,13.2
1079,15641675,Card Problem,Low,2.5
1080,15670755,Card Problem,High,20.1
1081,15670755,Fraud Alert,High,31.1
1082,15670755,Fraud Alert,Critical,25.2
1083,15640059,Loan Query,Medium,8.7
1084,15587535,App Bug,High,27.1
1085,15587535,Billing,Low,1.5
1086,15587535,Login Issue,Low,1.2
1087,15698839,Card Problem,Critical,N/A
1088,15698839,App Bug,Low,2.8
1089,15698839,Login Issue,Medium,10.1
1090,15790314,App Bug,Medium,9.6
1091,15790314,Fraud Alert,High,21.5
1092,15634245,Billing,Medium,10.1
1093,15677305,Login Issue,Medium,11.3
1094,15661526,Fraud Alert,Low,2.3
1095,15661526,Fraud Alert,Medium,7.5
1096,15685997,Billing,High,30.1
1097,15685997,App Bug,Low,1.9
1098,15685997,Card Problem,Low,2.2
1099,15685997,Login Issue,Low,1.8
1100,15660101,Billing,High,15.0
1101,15815364,Fraud Alert,High,32.0
1102,15647099,Card Problem,Low,2.5
1103,15625944,Card Problem,High,17.6
1104,15582741,Loan Query,Low,1.2
1105,15582741,Fraud Alert,Medium,14.5
1106,15637876,Loan Query,Medium,13.6
1107,15622750,Login Issue,Unknown,1.6
1108,15622750,Billing,Medium,9.4
1109,15672056,Login Issue,Medium,19.8
1110,15672056,Card Problem,Low,1.6
1111,15672056,Billing,High,16.3
1112,15812351,Loan Query,Low,1.7
1113,15812351,Loan Query,Low,1.3
1114,15812351,App Bug,Low,1.7
1115,15810864,Fraud Alert,Medium,6.0
1116,15724296,Card Problem,Medium,6.2
1117,15724296,  Login Issue  ,High,31.6
1118,15724296,Card Problem,Critical,61.6
1119,15685329,Login Issue,Medium,10.6
1120,15584091,Loan Query,Low,4.0
1121,15584091,Billing,Low,3.8
1122,15584091,Card Problem,Medium,15.7
1123,15584091,Billing,Low,2.7
1124,15640442,Loan Query,Low,2.0
1125,15640442,Login Issue,Low,2.0
1126,15685320,Login Issue,  Medium  ,8.7
ticket_1127,15685320,Loan Query,Medium,11.2
1128,15789158,Loan Query,Medium,18.9
1129,15789158,Card Problem,High,37.1
1130,15789158,Loan Query,Medium,13.0
1131,15712551,App Bug,High,17.0
1132,15712551,Card Problem,Low,2.4
1133,15712551,Billing,Critical,44.6
1134,15628936,Card Problem,High,45.6
1135,15628936,Loan Query,Medium,12.5
1136,15628936,App Bug,High,49.9
1137,15628936,Fraud Alert,Low,2.7
1138,15769974,Loan Query,Medium,6.8
1139,15769974,Fraud Alert,Low,2.0
1140,15769974,Billing,Low,2.2
1141,15769974,Login Issue,Low,2.4
1142,15737051,App Bug,High,23.5
ticket_1143,15737051,Billing,High,15.8
1144,15571221,Fraud Alert,Medium,17.5
1145,15571221,Fraud Alert,Low,1.6
1146,15660155,Card Problem,High,18.6
1147,15660155,Login Issue,Low,2.4
1148,15605284,App Bug,Medium,4.3
1149,15605284,Card Problem,Low,1.5
1150,15694366,Fraud Alert,Critical,51.0
1151,15694366,Loan Query,High,17.4
1152,15653253,Billing,Critical,55.8
1153,15763431,Login Issue,Low,2.4
1154,90432178,Billing,High,26.7
1155,15643696,Card Problem,High,35.1
1156,15707473,Fraud Alert,Medium,9.4
1157,15668747,Loan Query,Low,2.8
1158,15766908,Card Problem,Low,2.8
1159,15567367,App Bug,Medium,11.7
1160,15747542,Login Issue,Low,1.9
1161,15747542,Fraud Alert,Low,1.6
1162,39222949,App Bug,Medium,9.4
1163,15762238,Fraud Alert,Low,1.9
1164,15712825,Fraud Alert,  Medium  ,10.8
1165,15712825,Fraud Alert,Low,2.5
1166,15756026,App Bug,Medium,12.2
1167,15756026,Card Problem,High,22.3
1168,15756026,Card Problem,Medium,17.3
1169,15613319,Billing,Critical,43.0
1170,15613319,Fraud Alert,Low,2.7
1171,15613319,Fraud Alert,Medium,2500.0
1172,15613319,Card Problem,High,2500.0
1173,15798906,Fraud Alert,Critical,33.2
1174,15798906,Billing,Medium,5.0
1175,15699430,Fraud Alert,Medium,8.0
1176,15699430,Billing,High,15.1
1177,15699430,Fraud Alert,High,29.4
1178,15649992,Fraud Alert,Low,1.0
1179,15775306,App Bug,Low,1.9
1180,15775306,Billing,High,58.8
1181,15619708,Fraud Alert,High,22.1
1182,15619708,Card Problem,Low,1.8
1183,15619708,Login Issue,Low,1.1
1184,15734565,Login Issue,High,19.5
1185,15734565,Fraud Alert,Medium,7.2
1186,15734565,Card Problem,Medium,6.2
1187,15806438,Fraud Alert,High,18.3
1188,15806438,App Bug,low,1.4
1189,15591969,Loan Query,High,17.4
1190,15591969,Loan Query,High,34.3
1191,15747807,Fraud Alert,Low,2.7
1192,15765311,App Bug,High,30.2
1193,15765311,Fraud Alert,Low,1.8
1194,15757811,App Bug,Low,1.8
1195,15757811,Loan Query,High,19.4
1196,15603830,Login Issue,Low,1.8
1197,15603830,App Bug,Low,1.1
1198,15660535,Loan Query,Low,3.0
1199,15660535,Loan Query,high,33.5
1200,15639788,Loan Query,High,31.0
1201,15695846,Loan Query,NULL,21.5
1202,15695846,Fraud Alert,Medium,N/A
1203,15726234,Login Issue,Low,1.2
1204,15726234,Loan Query,Medium,8.0
1205,15797964,Billing,High,27.8
1206,15797964,App Bug,Medium,9.1
1207,15797964,Login Issue,High,22.4
1208,15797964,Billing,Medium,6.6
1209,15625881,Card Problem,Medium,4.2
1210,15589488,  Billing  ,Medium,6.0
1211,15585888,Loan Query,Critical,9999.0
1212,15585888,Login Issue,High,9999.0
1213,15585888,Login Issue,High,16.9
1214,15585888,Card Problem,Low,1.4
1215,15727915,Billing,Low,2.4
1216,15727915,Login Issue,Critical,60.8
1217,15707567,Billing,Medium,8.4
1218,15707567,Login Issue,Low,2.9
1219,15599433,App Bug,Medium,5.7
1220,15672012,  Login Issue  ,Low,1.5
1221,15672012,Login Issue,Low,3.9
1222,15672012,Loan Query,Low,3.4
1223,15592222,Login Issue,Low,1.2
1224,15608968,Card Problem,Medium,10.2
1225,15608968,Card Problem,Medium,5.4
1226,15586959,Loan Query,High,21.5
1227,15646558,App Bug,Low,1.0
1228,15794048,Loan Query,Low,4.7
1229,15794048,App Bug,Low,4.4
1230,15794048,App Bug,Low,3.1
1231,15677610,Loan Query,High,28.2
1232,15677610,App Bug,Medium,five
1233,15677610,Loan Query,Low,1.4
1234,15686436,Billing,Low,2.4
1235,15693864,Loan Query,Medium,9.5
1236,15693864,Loan Query,High,34.1
1237,15693864,Loan Query,Medium,5.7
1238,15760550,Card Problem,Low,1.6
1239,15809087,Fraud Alert,Low,2.0
1240,15809087,App Bug,Low,4.3
1241,15809087,Billing,Critical,78.3
1242,15807663,Login Issue,High,30.4
1243,15807663,Billing,Medium,10.2
1244,15809100,Card Problem,Medium,6.2
1245,15809100,Card Problem,High,58.9
1246,15794916,Fraud Alert,High,35.9
1247,15614215,Billing,low,2.0
1248,15805449,App Bug,Medium,9.5
1249,15686983,App Bug,Low,2.5
1250,15686983,,Medium,9.5
1251,15756804,Card Problem,Medium,19.9
1252,15756804,Loan Query,Medium,7.0
1253,15756804,App Bug,High,26.8
1254,15646810,Login Issue,Low,1.9
1255,15646810,Card Problem,Medium,8.5
1256,15646810,Card Problem,Low,4.1
1257,15710424,Fraud Alert,Critical,9999.0
1258,15710424,Card Problem,Low,1.6
1259,15692750,Fraud Alert,Medium,8.0
1260,15692750,Card Problem,Medium,6.5
1261,15794549,Card Problem,Medium,9.8
1262,15794549,Loan Query,High,35.9
1263,15803764,App Bug,Medium,6.9
1264,15803764,Billing,Medium,9.9
1265,15674840,Loan Query,High,19.3
1266,15674840,Billing,Medium,7.2
1267,15674840,Loan Query,Medium,6.5
1268,15674840,Login Issue,Critical,36.0
1269,15653762,Fraud Alert,Critical,42.1
ticket_1270,15581229,Card Problem,Low,1.3
1271,15800228,Fraud Alert,Critical,45.7
1272,15800228,Fraud Alert,Critical,65.9
1273,15656333,App Bug,Medium,7.1
1274,15656333,Fraud Alert,Medium,9.2
1275,15656333,Fraud Alert,Medium,7.3
1276,15585362,App Bug,Low,2.0
1277,15571928,Loan Query,High,26.3
1278,15785519,Card Problem,Low,2.5
1279,15743007,Login Issue,Low,1.2
1280,15743007,App Bug,High,39.7
1281,15743007,Loan Query,Low,2.2
1282,15721935,Loan Query,High,21.5
1283,15591711,Loan Query,Medium,11.0
1284,15591711,Fraud Alert,Medium,8.2
1285,15591711,Loan Query,High,26.1
1286,15600462,Login Issue,High,20.6
1287,15600462,Billing,Low,2.9
1288,15780140,Loan Query,Low,1.8
1289,15780140,App Bug,Low,1.8
1290,15780140,Fraud Alert,Medium,12.0
1291,15780140,App Bug,Medium,7.9
1292,15585255,Fraud Alert,Medium,6.7
1293,15585255,Billing,Low,2.6
1294,15772781,App Bug,Low,3.4
1295,15772781,Card Problem,Low,1.5
1296,15669987,Loan Query,High,55.5
1297,15669987,Loan Query,Low,4.3
1298,15782390,Fraud Alert,Low,1.4
1299,15654700,Card Problem,Medium,4.2
1300,93947466,Loan Query,Critical,75.9
1301,15632210,Login Issue,Low,2.0
1302,15642041,Login Issue,Low,3.4
1303,15792388,App Bug,Medium,7.0
1304,15792388,Login Issue,Low,1.3
1305,15794580,App Bug,Low,2.6
1306,15794580,Login Issue,Critical,108.8
1307,15675964,App Bug,Medium,5.0
1308,15814275,Billing,Medium,12.0
1309,15724848,Fraud Alert,Critical,28.7
1310,15724848,Billing,High,55.3
1311,15754713,Fraud Alert,Low,2.9
1312,15693814,Billing,Medium,11.5
1313,15566091,Card Problem,Low,1.7
1314,15655961,Fraud Alert,Medium,4.4
1315,15655961,Login Issue,Low,one hour
1316,15710404,Card Problem,Low,1.1
1317,15710404,Loan Query,High,21.9
1318,15775625,Card Problem,Low,3.0
1319,15792328,Fraud Alert,Medium,19.4
1320,15792328,Loan Query,Medium,6.7
