ticket_key,issue_type,severity
1261,Card Problem,Medium
1262,Loan Query,High
1263,App Bug,Medium
1264,Billing,Medium
1265,Loan Query,High
1266,Billing,Medium
1267,Loan Query,Medium
1268,Login Issue,Critical
1269,Fraud Alert,Critical
1271,Fraud Alert,Critical
1272,Fraud Alert,Critical
1273,App Bug,Medium
1274,Fraud Alert,Medium
1275,Fraud Alert,Medium
1276,App Bug,Low
1277,Loan Query,High
1278,Card Problem,Low
1279,Login Issue,Low
1280,App Bug,High
1281,Loan Query,Low
1282,Loan Query,High
1283,Loan Query,Medium
1284,Fraud Alert,Medium
1285,Loan Query,High
1286,Login Issue,High
1287,Billing,Low
1288,Loan Query,Low
1289,App Bug,Low
1290,Fraud Alert,Medium
1291,App Bug,Medium
1292,Fraud Alert,Medium
1293,Billing,Low
1294,App Bug,Low
1295,Card Problem,Low
1296,Loan Query,High
1297,Loan Query,Low
1298,Fraud Alert,Low
1299,Card Problem,Medium
1301,Login Issue,Low
1302,Login Issue,Low
1303,App Bug,Medium
1304,Login Issue,Low
1305,App Bug,Low
1306,Login Issue,Critical
1307,App Bug,Medium
1308,Billing,Medium
1309,Fraud Alert,Critical
1310,Billing,High
1311,Fraud Alert,Low
1312,Billing,Medium
1313,Card Problem,Low
1314,Fraud Alert,Medium
1315,Login Issue,Low
1316,Card Problem,Low
1317,Loan Query,High
1318,Card Problem,Low
1319,Fraud Alert,Medium
1320,Loan Query,Medium
1321,Login Issue,Low
1322,Loan Query,Medium
1323,Fraud Alert,Critical
1324,Billing,Critical
1325,Fraud Alert,Medium
1326,Loan Query,Low
1327,Card Problem,Medium
1328,App Bug,Low
1329,Card Problem,Medium
1330,Loan Query,Medium
1331,Loan Query,Low
1332,Fraud Alert,Critical
1333,Billing,High
1334,Card Problem,Medium
1335,Fraud Alert,Medium
1336,Billing,Critical
1337,Loan Query,Low
1338,Card Problem,Low
1339,Fraud Alert,High
1340,App Bug,Medium
1341,App Bug,Medium
1342,Login Issue,Low
1343,Fraud Alert,Low
1344,Fraud Alert,High
1345,Loan Query,Critical
1346,Card Problem,Low
1347,App Bug,High
1348,Login Issue,Low
1349,Billing,Medium
1350,Card Problem,High
1351,Login Issue,Low
1352,Billing,Medium
1353,Loan Query,Medium
1354,Billing,Medium
1355,Billing,Low
1356,Login Issue,Medium
1357,Loan Query,High
1358,Billing,Critical
1359,Fraud Alert,High
1360,Login Issue,Low
1361,Login Issue,Medium
1362,Login Issue,High
1363,App Bug,Medium
1364,Billing,Low
1365,Billing,Low
1366,Login Issue,Low
1367,Login Issue,Low
1368,Fraud Alert,Low
1369,Billing,Low
1370,Fraud Alert,High
1371,Billing,Low
1372,Card Problem,High
1373,Loan Query,Low
1374,App Bug,Medium
1375,Billing,High
1376,Fraud Alert,High
1377,Billing,Medium
1378,Fraud Alert,Low
1379,Fraud Alert,Low
1380,Fraud Alert,Low
1381,Fraud Alert,High
1382,Billing,High
1383,Fraud Alert,Medium
1384,Fraud Alert,Low
1385,Fraud Alert,High
1386,Card Problem,Low
1387,Loan Query,Medium
1388,Billing,Medium
1389,Loan Query,High
1390,App Bug,Medium
1391,Loan Query,High
1392,Login Issue,Medium
1393,Fraud Alert,Low
1394,App Bug,Critical
1395,Billing,Low
1396,App Bug,Low
1397,Billing,Low
1398,Fraud Alert,Low
1399,Loan Query,High
1400,Card Problem,Medium
1401,Billing,High
1402,Billing,Medium
1403,Loan Query,Critical
1404,App Bug,Low
1405,Billing,Medium
1406,Login Issue,Medium
1407,Loan Query,High
1408,Card Problem,Medium
1409,Loan Query,Medium
1410,Login Issue,High
1411,Billing,Low
1412,App Bug,High
1413,Login Issue,High
1414,Login Issue,High
1415,Login Issue,Low
1417,Login Issue,High
1418,Fraud Alert,Low
1419,Login Issue,High
1420,Fraud Alert,Low
1421,Billing,Critical
1422,Fraud Alert,Low
1423,Card Problem,Critical
1424,Billing,Low
1425,Fraud Alert,Low
1426,Card Problem,High
1427,Login Issue,Low
1428,Card Problem,Medium
1429,Loan Query,Medium
1430,Login Issue,Medium
1431,Card Problem,High
1432,Loan Query,Critical
1433,Loan Query,Low
1434,Card Problem,High
1435,Loan Query,Low
1436,Loan Query,High
1437,Card Problem,Low
1438,Login Issue,Low
1439,Card Problem,Low
1440,Card Problem,Low
1441,Billing,Low
1442,Fraud Alert,Medium
1443,Card Problem,Medium
1444,Login Issue,High
1445,App Bug,High
1446,Login Issue,Low
1447,Loan Query,Low
1448,Card Problem,Low
1449,Billing,Medium
1450,Fraud Alert,High
1451,Login Issue,Medium
1452,Loan Query,High
1453,App Bug,Low
1455,Fraud Alert,Low
1456,Billing,High
1457,Login Issue,Low
1458,Login Issue,Medium
1459,Loan Query,Medium
1460,Billing,Low
1461,Card Problem,Low
1462,Card Problem,Medium
1463,Login Issue,Low
1464,Loan Query,Medium
1465,Card Problem,Medium
1466,Billing,Low
1467,Billing,Low
1468,App Bug,Low
1469,Loan Query,Medium
1470,Billing,High
1471,Login Issue,Low
1472,Loan Query,Medium
1473,Billing,Medium
1474,Card Problem,Medium
1475,Fraud Alert,Medium
1476,Login Issue,High
1477,Fraud Alert,Medium
1478,Loan Query,Medium
1479,App Bug,Low
1480,Loan Query,Medium
1481,Loan Query,High
1482,Fraud Alert,Medium
1483,Fraud Alert,Low
1484,Loan Query,Low
1485,Card Problem,Medium
1486,Card Problem,Low
1487,App Bug,Low
1488,App Bug,Medium
1489,Billing,Medium
1490,Fraud Alert,Medium
1491,Card Problem,High
1492,Login Issue,Low
1493,Billing,Low
1494,Loan Query,High
1495,App Bug,Low
1496,Login Issue,Critical
1497,Card Problem,Low
1498,Billing,Medium
1499,Loan Query,Low
1500,Loan Query,Low
1501,App Bug,Medium
1502,Loan Query,Low
1503,Billing,High
1504,Fraud Alert,High
1505,Login Issue,Low
1506,App Bug,Low
1507,Billing,Medium
1509,Fraud Alert,Low
1510,Billing,Low
1511,Loan Query,Low
1512,Billing,Medium
1513,Login Issue,Low
1514,App Bug,Medium
1515,Loan Query,Low
1516,Loan Query,High
1517,Billing,High
1518,Loan Query,Medium
1519,Fraud Alert,High
1520,Fraud Alert,Medium
1521,Billing,Low
1522,Fraud Alert,High
1523,Login Issue,Low
1524,Login Issue,Low
1525,Login Issue,Low
1526,Fraud Alert,Medium
1528,Billing,Low
1529,Loan Query,High
1530,Card Problem,High
1531,App Bug,Medium
1532,Billing,Medium
1533,Fraud Alert,Low
1534,App Bug,High
1535,Login Issue,Low
1536,Loan Query,High
1537,Loan Query,Medium
1538,App Bug,Low
1539,Login Issue,Medium
1540,Loan Query,Low
1541,App Bug,Low
1542,Billing,High
1543,App Bug,Low
1544,Loan Query,Low
1545,Loan Query,Low
1546,Billing,Low
1547,Card Problem,High
1548,Fraud Alert,Medium
1549,Loan Query,Medium
1550,Card Problem,Low
1551,Billing,High
1552,Loan Query,Low
1553,Login Issue,Medium
1554,Fraud Alert,Critical
1555,Login Issue,Critical
1556,Billing,Medium
1557,Loan Query,High
1558,Fraud Alert,Critical
1559,Billing,Medium
1560,Loan Query,Critical
1561,Loan Query,Medium
1562,App Bug,Low
1563,Billing,Low
1564,Fraud Alert,Medium
1565,Loan Query,Low
1566,Loan Query,Medium
1567,Login Issue,Low
1568,App Bug,Medium
1570,Billing,Critical
1571,App Bug,Medium
1572,Login Issue,Low
1573,App Bug,Low
1574,Login Issue,Medium
1575,Billing,Low
1576,Loan Query,Medium
1577,Billing,Low
1578,Loan Query,High
1579,Loan Query,Critical
1580,App Bug,Medium
1581,Fraud Alert,Low
1582,Billing,Critical
1583,Billing,Low
1584,App Bug,Medium
1585,Loan Query,Medium
1586,Fraud Alert,Low
1587,Billing,Medium
1588,Fraud Alert,Medium
1589,Billing,Critical
1590,App Bug,Medium
1591,Billing,Low
1592,Loan Query,High
1593,Loan Query,Critical
1594,Loan Query,High
1595,Billing,Medium
1596,Card Problem,Low
1597,Loan Query,Low
1598,App Bug,Medium
1599,Billing,High
1600,Fraud Alert,Low
1601,Fraud Alert,Low
1602,Card Problem,Low
1603,Fraud Alert,Medium
1605,Card Problem,Medium
1606,Card Problem,Medium
1607,Loan Query,Low
1608,Loan Query,High
1609,Fraud Alert,Low
1610,App Bug,Low
1611,Loan Query,Low
1612,Login Issue,Critical
1613,Fraud Alert,Medium
1614,Fraud Alert,Medium
1615,Card Problem,Low
1616,Fraud Alert,Low
1617,Login Issue,Critical
1618,Login Issue,Low
1619,Fraud Alert,Low
1620,Billing,Low
1621,Loan Query,Medium
1622,Loan Query,Low
1623,Login Issue,Low
1624,Card Problem,Low
1625,Fraud Alert,Medium
1626,App Bug,Low
1627,Billing,High
1628,Billing,Low
1629,Loan Query,Medium
1630,Fraud Alert,Low
1631,App Bug,Low
1632,Billing,Medium
1633,Billing,Medium
1634,App Bug,High
1635,Login Issue,Medium
1636,Card Problem,Medium
1637,Loan Query,Low
1638,Card Problem,Low
1639,Fraud Alert,Low
1640,Loan Query,High
1641,Billing,Low
1642,Login Issue,Medium
1643,Login Issue,Low
1644,Fraud Alert,Critical
1645,Login Issue,Medium
1647,Card Problem,High
1648,Login Issue,Low
1649,App Bug,Low
1650,Loan Query,Low
1651,Card Problem,High
1652,App Bug,Medium
1653,Fraud Alert,Low
1654,Card Problem,Low
1655,Fraud Alert,Low
1656,Card Problem,Critical
1657,Card Problem,High
1658,Billing,Medium
1659,Login Issue,Medium
1661,Login Issue,Medium
1662,Billing,Critical
1663,App Bug,Medium
1664,Loan Query,Medium
1665,Card Problem,Low
1666,Card Problem,Low
1667,Card Problem,High
1668,Fraud Alert,Low
1669,Loan Query,Medium
1670,App Bug,High
1671,Card Problem,Medium
1672,Login Issue,Low
1673,App Bug,Medium
1674,Login Issue,Medium
1675,App Bug,Medium
1676,Billing,Low
1677,Fraud Alert,Low
1678,Billing,Low
1679,Card Problem,Low
1680,App Bug,Low
1681,Card Problem,Low
1682,Billing,Medium
1683,Loan Query,Critical
1684,Fraud Alert,Low
1685,Login Issue,Medium
1686,Loan Query,High
1687,Billing,High
1688,App Bug,Low
1689,Card Problem,Low
1690,Login Issue,Low
1691,Card Problem,Medium
1692,Billing,Medium
1693,Login Issue,Low
1694,Login Issue,Medium
1695,Login Issue,Critical
1696,Billing,Low
1697,Billing,Low
1698,Loan Query,Medium
1699,Loan Query,Medium
1700,Fraud Alert,Medium
1701,Billing,Low
1702,Card Problem,Medium
1703,Loan Query,Low
1704,Loan Query,Medium
1705,Billing,High
1706,Loan Query,Low
1707,App Bug,Low
1708,Fraud Alert,Medium
1709,Login Issue,Low
1710,Card Problem,Low
1711,App Bug,High
1712,Card Problem,Medium
1713,Login Issue,Medium
1714,Billing,Critical
1715,Billing,Low
1716,Login Issue,Low
1717,App Bug,Low
1718,Login Issue,Medium
1719,Card Problem,Low
1720,Fraud Alert,High
1721,Billing,Low
1722,Fraud Alert,High
1723,Loan Query,Medium
1724,App Bug,Medium
1725,Fraud Alert,Critical
1726,App Bug,Medium
1727,Login Issue,Low
1728,Loan Query,Low
1729,Billing,Low
1730,Loan Query,Low
1731,Fraud Alert,High
1732,Login Issue,Medium
1733,App Bug,Low
1734,Fraud Alert,Medium
1735,Login Issue,Medium
1736,Loan Query,High
1737,Login Issue,High
1738,Loan Query,High
1739,App Bug,Low
1740,Billing,Low
1741,Billing,Critical
1742,Card Problem,Low
1743,Login Issue,Low
1744,App Bug,Medium
1745,Card Problem,Medium
1746,App Bug,Low
1747,Billing,Medium
1748,App Bug,Medium
1749,Billing,Low
1750,App Bug,Low
1751,Fraud Alert,Medium
1752,Login Issue,Low
1753,Card Problem,Medium
1754,Billing,Medium
1755,Fraud Alert,Low
1756,Fraud Alert,Medium
1757,Login Issue,Low
1758,Card Problem,Medium
1759,Billing,Low
1760,Login Issue,High
1761,Login Issue,Low
1762,Billing,Medium
1763,Billing,Medium
1764,Card Problem,Low
1765,Billing,Low
1766,App Bug,Medium
1767,Card Problem,Medium
1768,App Bug,Critical
1769,Login Issue,Low
1770,Login Issue,Low
1771,Login Issue,Medium
1772,Billing,Medium
1773,Login Issue,Low
1774,Billing,Low
1775,Card Problem,Low
1776,App Bug,High
1777,Card Problem,Medium
1778,Fraud Alert,High
1779,Card Problem,High
1780,Login Issue,Low
1781,App Bug,Medium
1782,Card Problem,Critical
1783,App Bug,Critical
1784,App Bug,High
1785,Login Issue,Low
1786,Billing,High
1787,Card Problem,Low
1788,Billing,Low
1789,App Bug,Critical
1790,Loan Query,Medium
1791,App Bug,High
1792,Billing,Low
1793,Loan Query,Low
1794,App Bug,High
1795,Fraud Alert,High
1796,Billing,Low
1797,Login Issue,Low
1798,Loan Query,Low
1799,Loan Query,Low
1800,Login Issue,High
1801,Card Problem,Medium
1802,App Bug,Low
1804,App Bug,Low
1805,App Bug,High
1806,Login Issue,Low
1807,Fraud Alert,Medium
1808,App Bug,Low
1809,Login Issue,Medium
1810,App Bug,Low
1811,Card Problem,Medium
1812,Loan Query,Medium
1813,Billing,Low
1814,Billing,Medium
1815,Card Problem,Medium
1816,App Bug,Low
1817,Fraud Alert,Low
1818,Login Issue,Medium
1819,Billing,Low
1820,App Bug,Low
1821,Loan Query,Medium
1822,Loan Query,Low
1823,Fraud Alert,Low
1824,Card Problem,Low
1825,Loan Query,High
1826,Card Problem,Low
1828,Loan Query,Low
1829,Login Issue,Critical
1830,App Bug,Medium
1831,Login Issue,Low
1832,Loan Query,Medium
1833,Loan Query,Low
1834,Login Issue,Medium
1835,Loan Query,Low
1836,App Bug,High
1837,Billing,Low
1838,Login Issue,Critical
1839,Billing,Low
1840,Card Problem,Medium
1841,Login Issue,High
1842,Loan Query,Low
1843,Fraud Alert,Low
1844,App Bug,Low
1845,Billing,Low
1846,Card Problem,High
1847,App Bug,Low
1848,Card Problem,High
1849,Fraud Alert,High
1850,Login Issue,Medium
1851,Loan Query,Medium
1852,Fraud Alert,High
1853,Login Issue,Medium
1854,Fraud Alert,Medium
1855,App Bug,Low
1856,Fraud Alert,High
1857,Login Issue,High
1859,App Bug,Medium
1860,Billing,Medium
1861,Loan Query,Low
1862,Card Problem,High
1863,Card Problem,Low
1864,Login Issue,Medium
1865,App Bug,Medium
1866,Login Issue,Critical
1867,Card Problem,Low
1868,Billing,Medium
1869,Login Issue,Medium
1870,Loan Query,Medium
1871,App Bug,High
1872,Billing,High
1873,Billing,Low
1874,App Bug,Low
1875,Card Problem,Critical
1876,Fraud Alert,Low
1877,Fraud Alert,Low
1879,Billing,Medium
1880,App Bug,Medium
1882,Loan Query,Medium
1883,Login Issue,Low
1884,Loan Query,Low
1885,Card Problem,Low
1886,Fraud Alert,Low
1887,Fraud Alert,Medium
1888,App Bug,Low
1889,Loan Query,Medium
1890,Card Problem,Low
1891,Loan Query,Low
1892,Login Issue,Low
1893,Login Issue,Medium
1894,Loan Query,Medium
1895,App Bug,Low
1896,Billing,Low
1897,Billing,High
1898,Billing,Medium
1899,Card Problem,High
1900,Card Problem,Low
1901,App Bug,Medium
1903,Loan Query,Medium
1904,Loan Query,Low
1905,App Bug,Medium
1906,Card Problem,Medium
1907,Fraud Alert,Medium
1908,Loan Query,Critical
1909,Loan Query,Low
1910,Fraud Alert,Medium
1911,Card Problem,Critical
1912,Billing,Low
1913,Login Issue,High
1914,Login Issue,Low
1915,Loan Query,High
1916,Login Issue,Medium
1917,Fraud Alert,Low
1919,Billing,Medium
1920,Billing,High
1922,Loan Query,Low
1923,Card Problem,Medium
1924,Loan Query,High
1925,Login Issue,Low
1926,Login Issue,High
1927,Fraud Alert,High
1928,App Bug,Medium
1929,Fraud Alert,Medium
1930,Billing,High
1931,Billing,Low
1932,Billing,Medium
1933,Login Issue,Critical
1934,Loan Query,Low
1935,Card Problem,High
1936,Loan Query,Low
1937,App Bug,Low
1938,Billing,High
1939,App Bug,Low
1940,Fraud Alert,Medium
1941,Billing,Low
1942,App Bug,High
1943,Card Problem,High
1944,Login Issue,Medium
1945,App Bug,Critical
1946,Billing,Low
1947,Login Issue,Medium
1948,App Bug,Medium
1949,Billing,Low
1950,App Bug,Low
1951,Billing,Low
1952,Fraud Alert,Low
1953,App Bug,Medium
1954,Billing,Medium
1955,App Bug,Low
1956,App Bug,High
1957,Billing,Low
1958,Fraud Alert,Medium
1959,Fraud Alert,Low
1960,Billing,Low
1961,Card Problem,Medium
1962,Fraud Alert,Medium
1963,Card Problem,Low
1964,Billing,Medium
1965,Login Issue,Low
1966,Fraud Alert,Low
1967,Card Problem,High
1968,Fraud Alert,High
1969,Billing,Medium
1970,Card Problem,Low
1971,Billing,Medium
1972,Loan Query,High
1973,Billing,Medium
1974,Billing,High
1975,Loan Query,Medium
1976,Card Problem,Medium
1977,Card Problem,Medium
1978,Login Issue,Medium
1979,Login Issue,High
1981,Login Issue,Low
1982,Billing,Medium
1983,App Bug,Low
1984,Fraud Alert,High
1985,Fraud Alert,High
1986,App Bug,Low
1987,Fraud Alert,Medium
1988,Fraud Alert,Medium
1989,App Bug,High
1990,Login Issue,Medium
1991,Loan Query,Low
1992,Login Issue,High
1993,Login Issue,High
1994,Login Issue,Medium
1995,Loan Query,Low
1996,Fraud Alert,Low
1997,Loan Query,High
1998,Billing,Low
1999,Loan Query,Low
2000,Billing,Low
2001,Fraud Alert,High
2002,Loan Query,Medium
2003,Loan Query,High
2004,Loan Query,Low
2005,App Bug,Medium
2006,Billing,Low
2007,App Bug,High
2008,Billing,Medium
2009,Fraud Alert,Medium
2010,Loan Query,Medium
2011,Login Issue,Medium
2012,Billing,Critical
2013,Login Issue,Medium
2014,Fraud Alert,High
2015,Loan Query,Medium
2016,Card Problem,Medium
2017,App Bug,Low
2018,Login Issue,Low
2019,Loan Query,Medium
2020,Loan Query,High
2021,App Bug,High
2022,App Bug,Low
2023,App Bug,Low
2024,App Bug,Medium
2025,Login Issue,High
2026,Fraud Alert,Medium
2027,Loan Query,Low
2028,Loan Query,Medium
2029,Billing,Critical
2031,Login Issue,Critical
2032,Loan Query,Low
2033,App Bug,Low
2034,App Bug,Low
2035,Card Problem,Low
2036,Loan Query,Medium
2037,Login Issue,Low
2038,Login Issue,Medium
2039,Fraud Alert,Low
2040,Billing,High
2041,Fraud Alert,Low
2042,Login Issue,Critical
2043,Loan Query,High
2044,Login Issue,Low
2045,App Bug,Low
2046,Fraud Alert,Low
2047,Login Issue,Low
2048,Card Problem,Low
2049,Fraud Alert,High
2050,Login Issue,Low
2051,Loan Query,Medium
2052,Fraud Alert,Low
2053,Login Issue,Low
2054,Loan Query,Low
2055,Fraud Alert,High
2056,Fraud Alert,High
2057,Loan Query,Low
2058,Card Problem,Low
2059,Loan Query,High
2060,Card Problem,Medium
2061,Billing,Medium
2062,Login Issue,Low
2063,Card Problem,Low
2064,App Bug,Low
2065,Login Issue,Medium
2066,Loan Query,Medium
2067,Fraud Alert,Low
2068,Billing,Critical
2069,Card Problem,Medium
2070,Fraud Alert,Medium
2071,Card Problem,Medium
2072,Loan Query,Low
2073,Fraud Alert,Medium
2074,Loan Query,High
2075,Fraud Alert,Low
2076,Fraud Alert,Medium
2077,Login Issue,High
2078,Billing,Medium
2079,App Bug,High
2080,App Bug,Medium
2081,Fraud Alert,Low
2082,Billing,Low
2083,Billing,Medium
2084,Billing,Low
2085,Card Problem,Medium
2086,App Bug,Low
2087,Login Issue,Low
2088,Billing,Medium
2089,Billing,Low
2090,Card Problem,Medium
2091,App Bug,High
2092,Card Problem,Medium
2093,Loan Query,Medium
2094,Fraud Alert,Medium
2095,Loan Query,Medium
2096,Billing,Medium
2097,Loan Query,Critical
2098,Card Problem,High
2099,Card Problem,High
2100,Billing,Low
2101,Billing,Medium
2102,Fraud Alert,Medium
2103,Card Problem,Medium
2104,Login Issue,Low
2105,App Bug,Medium
2106,Billing,Low
2107,Loan Query,Medium
2108,App Bug,Medium
2109,Login Issue,Medium
2110,Loan Query,Medium
2111,App Bug,Low
2112,Billing,Low
2113,Login Issue,Low
2114,Login Issue,Low
2115,App Bug,Medium
2116,Card Problem,Medium
2117,Loan Query,Low
2118,Loan Query,Low
2119,Loan Query,Low
2120,Billing,Medium
2121,Fraud Alert,Low
2122,Login Issue,Low
2123,Fraud Alert,Medium
2124,Billing,High
2125,Billing,Low
2126,Login Issue,Medium
2127,Fraud Alert,Medium
2128,Loan Query,Medium
2129,App Bug,Medium
2130,Fraud Alert,High
2131,Billing,Low
2132,Loan Query,Medium
2133,App Bug,Medium
2134,Loan Query,High
2135,Card Problem,High
2137,Loan Query,Medium
2138,Loan Query,Medium
2139,Loan Query,Low
2140,Login Issue,Low
2141,Card Problem,Medium
2142,Card Problem,High
2143,Card Problem,Medium
2144,Login Issue,Low
2145,Card Problem,Low
2146,Card Problem,Low
2147,Login Issue,Low
2148,Loan Query,Low
2149,Billing,Low
2150,Billing,Critical
2151,Login Issue,Medium
2152,Billing,High
2153,Login Issue,Medium
2154,Loan Query,Medium
2155,Billing,High
2156,Login Issue,High
2157,Login Issue,High
2158,Fraud Alert,Medium
2159,Login Issue,Medium
2160,Card Problem,High
2161,App Bug,Low
2162,Fraud Alert,Low
2163,App Bug,Low
2164,App Bug,Medium
2165,Billing,Medium
2166,Login Issue,Medium
2167,App Bug,Low
2168,Billing,Medium
2169,Billing,Medium
2170,Billing,Low
2171,Login Issue,Medium
2172,Loan Query,Medium
2173,Login Issue,Medium
2174,Login Issue,Low
2175,Billing,Low
2176,Fraud Alert,Low
2177,Billing,Low
2178,Fraud Alert,Medium
2179,Card Problem,Medium
2180,Billing,Low
2181,App Bug,Low
2182,Loan Query,Medium
2183,Billing,High
2184,Fraud Alert,Low
2185,Fraud Alert,High
2186,App Bug,Low
2187,Fraud Alert,Critical
2189,Billing,Medium
2190,Card Problem,Low
2191,Login Issue,Low
2192,App Bug,Low
2193,Billing,Medium
2194,App Bug,Medium
2195,Card Problem,Medium
2196,Card Problem,Low
2197,Fraud Alert,Medium
2198,Card Problem,Medium
2199,Loan Query,Low
2200,App Bug,Medium
2201,Card Problem,Medium
2202,Login Issue,Low
2203,Billing,Medium
2204,Login Issue,High
2205,Billing,High
2206,Login Issue,Low
2208,Login Issue,Low
2209,App Bug,Low
2210,Billing,Medium
2211,Billing,Low
2212,Login Issue,Low
2213,Card Problem,Low
2214,Billing,High
2215,Card Problem,Low
2216,Login Issue,Low
